content,case folding,tokenizing,normalisasi,stemming teks,filtering-teks
Bagus banget jadi GK ngantri di loket semoga st Brebes Jawa Tengah menjadi st besar tambah kereta nya amin🙏 solnya setia mau berangkat pagi sore MLM susah .. solnya GK ada keberatan pagi MLM sore ? Tolong dong stasiun Brebes tambah kereta lagi KA Majapahit sama ka Brawijaya kA Blambangan ekspres kA Gumarang KA Argo Muria bisa di perpanjang sape Brebes,bagus banget jadi  ngantri  loket semoga  brebes jawa tengah menjadi  besar tambah kereta  amin solnya setia  berangkat pagi sore  susah solnya   keberatan pagi  sore tolong dong stasiun brebes tambah kereta lagi  majapahit sama  brawijaya  blambangan ekspres  gumarang  argo muria bisa  perpanjang sape brebes,"['bagus', 'banget', 'jadi', 'ngantri', 'loket', 'semoga', 'brebes', 'jawa', 'tengah', 'menjadi', 'besar', 'tambah', 'kereta', 'amin', 'solnya', 'setia', 'berangkat', 'pagi', 'sore', 'susah', 'solnya', 'keberatan', 'pagi', 'sore', 'tolong', 'dong', 'stasiun', 'brebes', 'tambah', 'kereta', 'lagi', 'majapahit', 'sama', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'bisa', 'perpanjang', 'sape', 'brebes']","['bagus', 'sekali', 'sehingga', 'antre', 'loket', 'semoga', 'brebes', 'jawa', 'tengah', 'menjadi', 'besar', 'tambah', 'kereta', 'amin', 'soalnya', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'soalnya', 'keberatan', 'pagi', 'sore', 'tolong', 'dong', 'stasiun', 'brebes', 'tambah', 'kereta', 'lagi', 'majapahit', 'sama', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'bisa', 'perpanjang', 'sampe', 'brebes']","['bagus', 'sekali', 'sehingga', 'antre', 'loket', 'moga', 'brebes', 'jawa', 'tengah', 'jadi', 'besar', 'tambah', 'kereta', 'amin', 'soal', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'soal', 'berat', 'pagi', 'sore', 'tolong', 'dong', 'stasiun', 'brebes', 'tambah', 'kereta', 'lagi', 'majapahit', 'sama', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'bisa', 'panjang', 'sampe', 'brebes']","['bagus', 'antre', 'loket', 'moga', 'brebes', 'jawa', 'kereta', 'amin', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'berat', 'pagi', 'sore', 'tolong', 'stasiun', 'brebes', 'kereta', 'majapahit', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'sampe', 'brebes']"
Skrg lebih mudah.. tidak perlu repot untuk cetak tiket krna sudah ada e-boarding nya diperiksa saat dikreta.. menyenangkan lebih di renovasi agar lebih baik,skrg lebih mudah tidak perlu repot untuk cetak tiket krna sudah  eboarding  diperiksa saat dikreta menyenangkan lebih  renovasi agar lebih baik,"['skrg', 'lebih', 'mudah', 'tidak', 'perlu', 'repot', 'untuk', 'cetak', 'tiket', 'krna', 'sudah', 'eboarding', 'diperiksa', 'saat', 'dikreta', 'menyenangkan', 'lebih', 'renovasi', 'agar', 'lebih', 'baik']","['sekarang', 'lebih', 'mudah', 'tidak', 'perlu', 'repot', 'untuk', 'cetak', 'tiket', 'karena', 'sudah', 'boarding', 'pass', 'elekronik', 'diperiksa', 'saat', 'dikreta', 'menyenangkan', 'lebih', 'renovasi', 'agar', 'lebih', 'baik']","['sekarang', 'lebih', 'mudah', 'tidak', 'perlu', 'repot', 'untuk', 'cetak', 'tiket', 'karena', 'sudah', 'boarding', 'pass', 'elekronik', 'periksa', 'saat', 'dikreta', 'senang', 'lebih', 'renovasi', 'agar', 'lebih', 'baik']","['mudah', 'repot', 'cetak', 'tiket', 'boarding', 'pass', 'elekronik', 'periksa', 'dikreta', 'senang', 'renovasi']"
"Alhamdulillah Aplikasi ini sangat membantu dalam informasi dan pemesanan tiket KAI.Prosesnya pun Alhamdulillah sangat mudah.Sayangnya saat pembayaran atau pembatalan tiket,Aplikasi ini tidak mensupport Bank BTN dan BSI.Sehingga jadi agak menyulitkan pembayarannya.Padahal inginnya bisa sepenuhnya transaksi melalui aplikasi ini. Mohon KAI segera mensupport Bank BTN dan BSI agar transaksi kami bisa full melalui aplikasi KAI ini. Terima kasih atas kemudahannya.",alhamdulillah aplikasi  sangat membantu dalam informasi  pemesanan tiket kaiprosesnya  alhamdulillah sangat mudahsayangnya saat pembayaran atau pembatalan tiketaplikasi  tidak mensupport bank   bsisehingga jadi agak menyulitkan pembayarannyapadahal inginnya bisa sepenuhnya transaksi melalui aplikasi  mohon kai segera mensupport bank    agar transaksi kami bisa full melalui aplikasi kai  terima kasih atas kemudahannya,"['alhamdulillah', 'aplikasi', 'sangat', 'membantu', 'dalam', 'informasi', 'pemesanan', 'tiket', 'kaiprosesnya', 'alhamdulillah', 'sangat', 'mudahsayangnya', 'saat', 'pembayaran', 'atau', 'pembatalan', 'tiketaplikasi', 'tidak', 'mensupport', 'bank', 'bsisehingga', 'jadi', 'agak', 'menyulitkan', 'pembayarannyapadahal', 'inginnya', 'bisa', 'sepenuhnya', 'transaksi', 'melalui', 'aplikasi', 'mohon', 'kai', 'segera', 'mensupport', 'bank', 'agar', 'transaksi', 'kami', 'bisa', 'full', 'melalui', 'aplikasi', 'kai', 'terima', 'kasih', 'atas', 'kemudahannya']","['alhamdulillah', 'aplikasi', 'sangat', 'membantu', 'dalam', 'informasi', 'pemesanan', 'tiket', 'kai', 'proses', 'nya', 'alhamdulillah', 'sangat', 'mudah', 'sayang', 'nya', 'saat', 'pembayaran', 'atau', 'pembatalan', 'tiket', 'aplikasi', 'tidak', 'me', 'support', 'bank', 'bisa', 'sehingga', 'sedikit', 'menyulit', 'kan', 'pembayarannya', 'padahal', 'inginnya', 'bisa', 'sepenuhnya', 'transaksi', 'melalui', 'aplikasi', 'mohon', 'kai', 'segera', 'me', 'support', 'bank', 'agar', 'transaksi', 'kami', 'bisa', 'penuh', 'melalui', 'aplikasi', 'kai', 'terima', 'kasih', 'atas', 'kemudahan', 'ya']","['alhamdulillah', 'aplikasi', 'sangat', 'bantu', 'dalam', 'informasi', 'mesan', 'tiket', 'kai', 'proses', 'nya', 'alhamdulillah', 'sangat', 'mudah', 'sayang', 'nya', 'saat', 'bayar', 'atau', 'batal', 'tiket', 'aplikasi', 'tidak', 'me', 'support', 'bank', 'bisa', 'sehingga', 'sedikit', 'sulit', 'kan', 'bayar', 'padahal', 'ingin', 'bisa', 'sepenuh', 'transaksi', 'lalu', 'aplikasi', 'mohon', 'kai', 'segera', 'me', 'support', 'bank', 'agar', 'transaksi', 'kami', 'bisa', 'penuh', 'lalu', 'aplikasi', 'kai', 'terima', 'kasih', 'atas', 'mudah', 'ya']","['alhamdulillah', 'aplikasi', 'bantu', 'informasi', 'mesan', 'tiket', 'kai', 'proses', 'alhamdulillah', 'mudah', 'sayang', 'bayar', 'batal', 'tiket', 'aplikasi', 'me', 'support', 'bank', 'sulit', 'bayar', 'sepenuh', 'transaksi', 'aplikasi', 'mohon', 'kai', 'me', 'support', 'bank', 'transaksi', 'penuh', 'aplikasi', 'kai', 'terima', 'kasih', 'mudah']"
Aplikasi cukup stabil. Masukan untuk bisa otomatis mengetahui penumpang termasuk yg berhak dapat reduksi (manula). Bisa dari inputan tanggal lahir di ktp atau verifikasi sebelumnya (online),aplikasi cukup stabil masukan untuk bisa otomatis mengetahui penumpang termasuk  berhak dapat reduksi manula bisa dari inputan tanggal lahir   atau verifikasi sebelumnya online,"['aplikasi', 'cukup', 'stabil', 'masukan', 'untuk', 'bisa', 'otomatis', 'mengetahui', 'penumpang', 'termasuk', 'berhak', 'dapat', 'reduksi', 'manula', 'bisa', 'dari', 'inputan', 'tanggal', 'lahir', 'atau', 'verifikasi', 'sebelumnya', 'online']","['aplikasi', 'cukup', 'stabil', 'masukan', 'untuk', 'bisa', 'otomatis', 'mengetahui', 'penumpang', 'termasuk', 'berhak', 'dapat', 'reduksi', 'manula', 'bisa', 'dari', 'inputan', 'tanggal', 'lahir', 'atau', 'verifikasi', 'sebelum', 'nya', 'online']","['aplikasi', 'cukup', 'stabil', 'masuk', 'untuk', 'bisa', 'otomatis', 'tahu', 'tumpang', 'masuk', 'hak', 'dapat', 'reduksi', 'manula', 'bisa', 'dari', 'inputan', 'tanggal', 'lahir', 'atau', 'verifikasi', 'belum', 'nya', 'online']","['aplikasi', 'stabil', 'masuk', 'otomatis', 'tumpang', 'masuk', 'hak', 'reduksi', 'manula', 'inputan', 'tanggal', 'lahir', 'verifikasi', 'online']"
"Face recognition nya kok gak ada diapp access by kai, tadinya uda daftar distasiun dengan ktp, kebalik ktpnya sama petugas & sidik jari & sukses. Gitu doang kata petugasnya. Tp pas scan gak kedetect. Cari2 internet bisa daftar di app. Tapi ternyata tidak muncul menu tersebut. Sudah install ulang app sama saja..... Update: solved, mudah-mudahan dah bisa untuk lain kali",face recognition     diapp access  kai tadinya  daftar distasiun dengan  kebalik ktpnya sama petugas sidik jari sukses gitu doang kata petugasnya   scan  kedetect cari internet bisa daftar   tapi ternyata tidak muncul menu tersebut sudah install ulang  sama saja update solved mudahmudahan  bisa untuk lain kali,"['face', 'recognition', 'diapp', 'access', 'kai', 'tadinya', 'daftar', 'distasiun', 'dengan', 'kebalik', 'ktpnya', 'sama', 'petugas', 'sidik', 'jari', 'sukses', 'gitu', 'doang', 'kata', 'petugasnya', 'scan', 'kedetect', 'cari', 'internet', 'bisa', 'daftar', 'tapi', 'ternyata', 'tidak', 'muncul', 'menu', 'tersebut', 'sudah', 'install', 'ulang', 'sama', 'saja', 'update', 'solved', 'mudahmudahan', 'bisa', 'untuk', 'lain', 'kali']","['face', 'recognition', 'di', 'aplikasi', 'access', 'kai', 'awalnya', 'daftar', 'di', 'stasiun', 'dengan', 'kebalik', 'ktp', 'nya', 'sama', 'petugas', 'sidik', 'jari', 'sukses', 'begitu', 'saja', 'kata', 'petugasnya', 'memindai', 'ke', 'detect', 'cari', 'internet', 'bisa', 'daftar', 'tetapi', 'ternyata', 'tidak', 'muncul', 'menu', 'tersebut', 'sudah', 'memasang', 'ulang', 'sama', 'saja', 'pembaruan', 'sudah', 'teratasi', 'mudah', 'an', 'bisa', 'untuk', 'lain', 'terkadang']","['face', 'recognition', 'di', 'aplikasi', 'access', 'kai', 'awal', 'daftar', 'di', 'stasiun', 'dengan', 'balik', 'ktp', 'nya', 'sama', 'tugas', 'sidik', 'jari', 'sukses', 'begitu', 'saja', 'kata', 'tugas', 'pindai', 'ke', 'detect', 'cari', 'internet', 'bisa', 'daftar', 'tetapi', 'nyata', 'tidak', 'muncul', 'menu', 'sebut', 'sudah', 'pasang', 'ulang', 'sama', 'saja', 'baru', 'sudah', 'atas', 'mudah', 'an', 'bisa', 'untuk', 'lain', 'terkadang']","['face', 'recognition', 'aplikasi', 'access', 'kai', 'daftar', 'stasiun', 'ktp', 'tugas', 'sidik', 'jari', 'sukses', 'tugas', 'pindai', 'detect', 'cari', 'internet', 'daftar', 'nyata', 'muncul', 'menu', 'pasang', 'ulang', 'mudah', 'terkadang']"
"Sebenarnya app ini sangat bagus, namun sudah 2 atau 3 kali saya harus instal ulang karena tetiba offline & tidak bisa digunakan. Data yg sudah didaftarkan tetiba log out, jd harus instal ulang. Tolong ditingkatkan ya",sebenarnya   sangat bagus namun sudah atau kali saya harus instal ulang karena tetiba offline tidak bisa digunakan data  sudah didaftarkan tetiba    harus instal ulang tolong ditingkatkan ,"['sebenarnya', 'sangat', 'bagus', 'namun', 'sudah', 'atau', 'kali', 'saya', 'harus', 'instal', 'ulang', 'karena', 'tetiba', 'offline', 'tidak', 'bisa', 'digunakan', 'data', 'sudah', 'didaftarkan', 'tetiba', 'harus', 'instal', 'ulang', 'tolong', 'ditingkatkan']","['sebenarnya', 'sangat', 'bagus', 'namun', 'sudah', 'atau', 'terkadang', 'saya', 'harus', 'instal', 'ulang', 'karena', 'tiba', 'offline', 'tidak', 'bisa', 'digunakan', 'data', 'sudah', 'didaftarkan', 'tiba', 'harus', 'instal', 'ulang', 'tolong', 'di', 'tingkat', 'kan']","['benar', 'sangat', 'bagus', 'namun', 'sudah', 'atau', 'terkadang', 'saya', 'harus', 'instal', 'ulang', 'karena', 'tiba', 'offline', 'tidak', 'bisa', 'guna', 'data', 'sudah', 'daftar', 'tiba', 'harus', 'instal', 'ulang', 'tolong', 'di', 'tingkat', 'kan']","['bagus', 'terkadang', 'instal', 'ulang', 'offline', 'data', 'daftar', 'instal', 'ulang', 'tolong', 'tingkat']"
luar biasa aplikasi access kai,luar biasa aplikasi access kai,"['luar', 'biasa', 'aplikasi', 'access', 'kai']","['luar', 'biasa', 'aplikasi', 'access', 'kai']","['luar', 'biasa', 'aplikasi', 'access', 'kai']","['aplikasi', 'access', 'kai']"
Kpd PT. KAI.... aplikasinya masih mudah/sering error.... beberapa rute hilang dengan sendirinya... dan tiba-tiba kembali normal lagi.... dengan hormat tolong dibenahi supaya tidak mudah error lagi... terima kasih🙏,  kai aplikasinya masih mudahsering error beberapa rute hilang dengan sendirinya  tibatiba kembali normal lagi dengan hormat tolong dibenahi supaya tidak mudah error lagi terima kasih,"['kai', 'aplikasinya', 'masih', 'mudahsering', 'error', 'beberapa', 'rute', 'hilang', 'dengan', 'sendirinya', 'tibatiba', 'kembali', 'normal', 'lagi', 'dengan', 'hormat', 'tolong', 'dibenahi', 'supaya', 'tidak', 'mudah', 'error', 'lagi', 'terima', 'kasih']","['kai', 'aplikasi', 'nya', 'masih', 'mudah', 'sering', 'kesalahan', 'beberapa', 'rute', 'hilang', 'dengan', 'sendiri', 'nya', 'tiba', 'kembali', 'normal', 'lagi', 'dengan', 'hormat', 'tolong', 'dibenahi', 'supaya', 'tidak', 'mudah', 'kesalahan', 'lagi', 'terima', 'kasih']","['kai', 'aplikasi', 'nya', 'masih', 'mudah', 'sering', 'salah', 'beberapa', 'rute', 'hilang', 'dengan', 'sendiri', 'nya', 'tiba', 'kembali', 'normal', 'lagi', 'dengan', 'hormat', 'tolong', 'benah', 'supaya', 'tidak', 'mudah', 'salah', 'lagi', 'terima', 'kasih']","['kai', 'aplikasi', 'mudah', 'salah', 'rute', 'hilang', 'normal', 'hormat', 'tolong', 'benah', 'mudah', 'salah', 'terima', 'kasih']"
"Kenapa jika memasukkan pasword selalu tidak bisa. Padahal pasword email 
saya sudah benar dan suruh cek koneksi anda padahal koneksi jaringan sangat 
bagus",kenapa jika memasukkan pasword selalu tidak bisa padahal pasword email saya sudah benar  suruh  koneksi anda padahal koneksi jaringan sangat bagus,"['kenapa', 'jika', 'memasukkan', 'pasword', 'selalu', 'tidak', 'bisa', 'padahal', 'pasword', 'email', 'saya', 'sudah', 'benar', 'suruh', 'koneksi', 'anda', 'padahal', 'koneksi', 'jaringan', 'sangat', 'bagus']","['mengapa', 'jika', 'memasukkan', 'kata', 'sandi', 'selalu', 'tidak', 'bisa', 'padahal', 'kata', 'sandi', 'email', 'saya', 'sudah', 'benar', 'suruh', 'koneksi', 'anda', 'padahal', 'koneksi', 'jaringan', 'sangat', 'bagus']","['mengapa', 'jika', 'masuk', 'kata', 'sandi', 'selalu', 'tidak', 'bisa', 'padahal', 'kata', 'sandi', 'email', 'saya', 'sudah', 'benar', 'suruh', 'koneksi', 'anda', 'padahal', 'koneksi', 'jaring', 'sangat', 'bagus']","['masuk', 'sandi', 'sandi', 'email', 'suruh', 'koneksi', 'koneksi', 'jaring', 'bagus']"
1.Waktu pembatalan diperpanjang.. 2.Diskon / Go Show diperbanyak tiap jalur..,waktu pembatalan diperpanjang diskon  show diperbanyak tiap jalur,"['waktu', 'pembatalan', 'diperpanjang', 'diskon', 'show', 'diperbanyak', 'tiap', 'jalur']","['waktu', 'pembatalan', 'diperpanjang', 'diskon', 'show', 'diperbanyak', 'tiap', 'jalur']","['waktu', 'batal', 'panjang', 'diskon', 'show', 'banyak', 'tiap', 'jalur']","['batal', 'diskon', 'show', 'jalur']"
APLIKASI NYA SANGAT PENTING DAN BAGUS SEKALI,aplikasi  sangat penting  bagus sekali,"['aplikasi', 'sangat', 'penting', 'bagus', 'sekali']","['aplikasi', 'sangat', 'penting', 'bagus', 'sekali']","['aplikasi', 'sangat', 'penting', 'bagus', 'sekali']","['aplikasi', 'bagus']"
Sudah bisa log in kembali. Bagus aplikasi berjalan lancar,sudah bisa   kembali bagus aplikasi berjalan lancar,"['sudah', 'bisa', 'kembali', 'bagus', 'aplikasi', 'berjalan', 'lancar']","['sudah', 'bisa', 'kembali', 'bagus', 'aplikasi', 'berjalan', 'lancar']","['sudah', 'bisa', 'kembali', 'bagus', 'aplikasi', 'jalan', 'lancar']","['bagus', 'aplikasi', 'jalan', 'lancar']"
mantap keren banget banyak manfaat,mantap keren banget banyak manfaat,"['mantap', 'keren', 'banget', 'banyak', 'manfaat']","['bagus', 'keren', 'sekali', 'banyak', 'manfaat']","['bagus', 'keren', 'sekali', 'banyak', 'manfaat']","['bagus', 'keren', 'manfaat']"
"Mohon ditambahkan informasi rute berbagai argo baik antar kota maupun lokal, akan sangat membantu bagi yg masih awam perihal kereta api. Jika memang sudah ad mohon dipermudah pencarian infonya, krna saya belum bisa menemukannya. Tks.",mohon ditambahkan informasi rute berbagai argo baik antar kota maupun lokal akan sangat membantu bagi  masih awam perihal kereta  jika memang sudah  mohon dipermudah pencarian infonya krna saya belum bisa menemukannya ,"['mohon', 'ditambahkan', 'informasi', 'rute', 'berbagai', 'argo', 'baik', 'antar', 'kota', 'maupun', 'lokal', 'akan', 'sangat', 'membantu', 'bagi', 'masih', 'awam', 'perihal', 'kereta', 'jika', 'memang', 'sudah', 'mohon', 'dipermudah', 'pencarian', 'infonya', 'krna', 'saya', 'belum', 'bisa', 'menemukannya']","['mohon', 'ditambahkan', 'informasi', 'rute', 'berbagai', 'argo', 'baik', 'antar', 'kota', 'maupun', 'lokal', 'akan', 'sangat', 'membantu', 'bagi', 'masih', 'awam', 'perihal', 'kereta', 'jika', 'memang', 'sudah', 'mohon', 'dipermudah', 'pencarian', 'informasi', 'nya', 'karena', 'saya', 'belum', 'bisa', 'menemukan', 'nya']","['mohon', 'tambah', 'informasi', 'rute', 'bagai', 'argo', 'baik', 'antar', 'kota', 'maupun', 'lokal', 'akan', 'sangat', 'bantu', 'bagi', 'masih', 'awam', 'perihal', 'kereta', 'jika', 'memang', 'sudah', 'mohon', 'mudah', 'cari', 'informasi', 'nya', 'karena', 'saya', 'belum', 'bisa', 'temu', 'nya']","['mohon', 'informasi', 'rute', 'argo', 'kota', 'lokal', 'bantu', 'awam', 'perihal', 'kereta', 'mohon', 'mudah', 'cari', 'informasi', 'temu']"
Alhamdulillah kami sekeluarga menikmati nya bepergian dengan santai dan nyaman,alhamdulillah kami sekeluarga menikmati  bepergian dengan santai  nyaman,"['alhamdulillah', 'kami', 'sekeluarga', 'menikmati', 'bepergian', 'dengan', 'santai', 'nyaman']","['alhamdulillah', 'kami', 'sekeluarga', 'menikmati', 'bepergian', 'dengan', 'santai', 'nyaman']","['alhamdulillah', 'kami', 'keluarga', 'nikmat', 'pergi', 'dengan', 'santai', 'nyaman']","['alhamdulillah', 'keluarga', 'nikmat', 'pergi', 'santai', 'nyaman']"
"mempermudah segalanya.,., terimkasih",mempermudah segalanya terimkasih,"['mempermudah', 'segalanya', 'terimkasih']","['mempermudah', 'segalanya', 'terima', 'kasih']","['mudah', 'segala', 'terima', 'kasih']","['mudah', 'terima', 'kasih']"
"Bagus, cuman kenapa saya pesen online selalu saat di gerbong di sebelah saya ada orang padahal harusnya social distancing, saya Sampat kesal mau beli 3 aja biar tidak ada yang di sebelah saya dan keluarga tapi y tidak bisa. Tolong di perbaiki masalah itu soalnya pada saat di gerbong saya jadi gak jelas duduknya malah numpang tempat duduk orang lain biar sedikit social distancing, btw di sebelah saya yang harusnya tidak ada mereka yang beli tiket di kereta langsung. (KA Lokal Merak-Rangkasbitung)",bagus cuman kenapa saya pesen online selalu saat  gerbong  sebelah saya  orang padahal harusnya social distancing saya sampat kesal  beli  biar tidak  yang  sebelah saya  keluarga tapi  tidak bisa tolong  perbaiki masalah  soalnya pada saat  gerbong saya jadi  jelas duduknya malah numpang tempat duduk orang lain biar sedikit social distancing   sebelah saya yang harusnya tidak  mereka yang beli tiket  kereta langsung  lokal merakrangkasbitung,"['bagus', 'cuman', 'kenapa', 'saya', 'pesen', 'online', 'selalu', 'saat', 'gerbong', 'sebelah', 'saya', 'orang', 'padahal', 'harusnya', 'social', 'distancing', 'saya', 'sampat', 'kesal', 'beli', 'biar', 'tidak', 'yang', 'sebelah', 'saya', 'keluarga', 'tapi', 'tidak', 'bisa', 'tolong', 'perbaiki', 'masalah', 'soalnya', 'pada', 'saat', 'gerbong', 'saya', 'jadi', 'jelas', 'duduknya', 'malah', 'numpang', 'tempat', 'duduk', 'orang', 'lain', 'biar', 'sedikit', 'social', 'distancing', 'sebelah', 'saya', 'yang', 'harusnya', 'tidak', 'mereka', 'yang', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merakrangkasbitung']","['bagus', 'hanya', 'mengapa', 'saya', 'pesan', 'online', 'selalu', 'saat', 'gerbong', 'sebelah', 'saya', 'orang', 'padahal', 'harusnya', 'social', 'distancing', 'saya', 'sempat', 'kesal', 'beli', 'agar', 'tidak', 'yang', 'sebelah', 'saya', 'keluarga', 'tetapi', 'tidak', 'bisa', 'tolong', 'perbaiki', 'masalah', 'karena', 'banyak', 'orang', 'saat', 'gerbong', 'saya', 'sehingga', 'jelas', 'duduknya', 'namun', 'numpang', 'tempat', 'duduk', 'orang', 'lain', 'agar', 'sedikit', 'social', 'distancing', 'sebelah', 'saya', 'yang', 'harusnya', 'tidak', 'mereka', 'yang', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']","['bagus', 'hanya', 'mengapa', 'saya', 'pesan', 'online', 'selalu', 'saat', 'gerbong', 'belah', 'saya', 'orang', 'padahal', 'harus', 'social', 'distancing', 'saya', 'sempat', 'kesal', 'beli', 'agar', 'tidak', 'yang', 'belah', 'saya', 'keluarga', 'tetapi', 'tidak', 'bisa', 'tolong', 'baik', 'masalah', 'karena', 'banyak', 'orang', 'saat', 'gerbong', 'saya', 'sehingga', 'jelas', 'duduk', 'namun', 'numpang', 'tempat', 'duduk', 'orang', 'lain', 'agar', 'sedikit', 'social', 'distancing', 'belah', 'saya', 'yang', 'harus', 'tidak', 'mereka', 'yang', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']","['bagus', 'pesan', 'online', 'gerbong', 'belah', 'orang', 'social', 'distancing', 'kesal', 'beli', 'belah', 'keluarga', 'tolong', 'orang', 'gerbong', 'duduk', 'numpang', 'duduk', 'orang', 'social', 'distancing', 'belah', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']"
Aplikasi sangat bagus sekali lebih mudah sekarang tanpa ribet booking lagi,aplikasi sangat bagus sekali lebih mudah sekarang tanpa ribet booking lagi,"['aplikasi', 'sangat', 'bagus', 'sekali', 'lebih', 'mudah', 'sekarang', 'tanpa', 'ribet', 'booking', 'lagi']","['aplikasi', 'sangat', 'bagus', 'sekali', 'lebih', 'mudah', 'sekarang', 'tanpa', 'rumit', 'pemesanan', 'lagi']","['aplikasi', 'sangat', 'bagus', 'sekali', 'lebih', 'mudah', 'sekarang', 'tanpa', 'rumit', 'mesan', 'lagi']","['aplikasi', 'bagus', 'mudah', 'rumit', 'mesan']"
"Bagus..tpi kecewa,bayar menggunakan atm mandiri..ketika pakai atm mandiri link kena biaya admin dan lagi,biaya admin tidak diperlihatkan dilayar...ketahuanya biaya admin distruk/nota pembayaran...klau pembayaran via atm bca/atm mandiri langsung..tidak dikenakan biaya.",bagustpi kecewabayar menggunakan  mandiriketika pakai  mandiri link kena biaya admin  lagibiaya admin tidak diperlihatkan dilayarketahuanya biaya admin distruknota pembayaranklau pembayaran   bcaatm mandiri langsungtidak dikenakan biaya,"['bagustpi', 'kecewabayar', 'menggunakan', 'mandiriketika', 'pakai', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagibiaya', 'admin', 'tidak', 'diperlihatkan', 'dilayarketahuanya', 'biaya', 'admin', 'distruknota', 'pembayaranklau', 'pembayaran', 'bcaatm', 'mandiri', 'langsungtidak', 'dikenakan', 'biaya']","['bagus', 'tapi', 'kecewa', 'bayar', 'menggunakan', 'mandiri', 'ketika', 'gunakan', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagi', 'biaya', 'admin', 'tidak', 'diperlihatkan', 'dilayar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'pembayaran', 'kalau', 'pembayaran', 'bca', 'atm', 'mandiri', 'langsung', 'tidak', 'dikenakan', 'biaya']","['bagus', 'tapi', 'kecewa', 'bayar', 'guna', 'mandiri', 'ketika', 'guna', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagi', 'biaya', 'admin', 'tidak', 'lihat', 'layar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'bayar', 'kalau', 'bayar', 'bca', 'atm', 'mandiri', 'langsung', 'tidak', 'kena', 'biaya']","['bagus', 'kecewa', 'bayar', 'mandiri', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'biaya', 'admin', 'lihat', 'layar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'bayar', 'bayar', 'bca', 'atm', 'mandiri', 'langsung', 'kena', 'biaya']"
