content,case folding
"Hai CS Yang terhormat , Saya usul untuk ditambahkan menu pengiriman barang atau check harga seperti kalog , KI8 dll ,. Untuk overral system oke , dan ditambakannya fitur chat live , buka mesengger dari fb , tapi live supaya jika ada penumpang yg bingung bisa langsung diatasi dan untuk menu pembayaran jika sudah putus kontrak segera dihapus seperti Indomaret dan Alfamart , Jadi tidak bingung","hai cs yang terhormat , saya usul untuk ditambahkan menu pengiriman barang atau check harga seperti kalog , ki8 dll ,. untuk overral system oke , dan ditambakannya fitur chat live , buka mesengger dari fb , tapi live supaya jika ada penumpang yg bingung bisa langsung diatasi dan untuk menu pembayaran jika sudah putus kontrak segera dihapus seperti indomaret dan alfamart , jadi tidak bingung"
"kenapa setelah d update sekarang tidak bisa pesan tiket,, ada masalah dalam bug ... KAI Access telah berhenti ... ,,, kenapa ini ... 3hari yang lalu tidak seperti ini ... tolong perbaiki cepet ,,, lokasi jauh dari keramaian ,, aplikasi ini membantu ..","kenapa setelah d update sekarang tidak bisa pesan tiket,, ada masalah dalam bug ... kai access telah berhenti ... ,,, kenapa ini ... 3hari yang lalu tidak seperti ini ... tolong perbaiki cepet ,,, lokasi jauh dari keramaian ,, aplikasi ini membantu .."
"Ketika beli tiket kereta api lokal bayarnya harus pake link aja, sedangkan hp saya tidak bisa, apa bisa diperbaiki lagi kalo bayar pake ovo/dana? Makasih, sebenernya saya suka aplikasinya, cuma ya itu masalahnya dalam pembayaran harus pake link aja, hp saya tidak bisa😣","ketika beli tiket kereta api lokal bayarnya harus pake link aja, sedangkan hp saya tidak bisa, apa bisa diperbaiki lagi kalo bayar pake ovo/dana? makasih, sebenernya saya suka aplikasinya, cuma ya itu masalahnya dalam pembayaran harus pake link aja, hp saya tidak bisa😣"
Saya sebagai pengguna KAI..Dengan adanya appl Access by KAI sangat membantu dan mudah utk pesan tiket kereta cukup dr rumah tdk perlu antri...dan KAI skrg lebih aman & nyaman jg pelayanannya semakin maju semua petugas baik di stasiun maupun di kereta sangat ramah...,saya sebagai pengguna kai..dengan adanya appl access by kai sangat membantu dan mudah utk pesan tiket kereta cukup dr rumah tdk perlu antri...dan kai skrg lebih aman & nyaman jg pelayanannya semakin maju semua petugas baik di stasiun maupun di kereta sangat ramah...
"Saya sudah top KAI Pay gak bisa, pakai shopeepay dan OVO gak bisa. Untung CS nya cepat respon. Saya coba lah pakai QRIS baru bisa. Bayar nya pakai QRIS bro sekarang. Namanya perusahaan plat merah agak jelak","saya sudah top kai pay gak bisa, pakai shopeepay dan ovo gak bisa. untung cs nya cepat respon. saya coba lah pakai qris baru bisa. bayar nya pakai qris bro sekarang. namanya perusahaan plat merah agak jelak"
"Untuk pemesanan tiket udah sangat dimudahkan, cuma 1 kurangnya pembayaran tiket harusnya juga bisa lewat apk m banking supaya lebih cepat dan efesien dalam melakukan pembayaran tiket (minta tolong tambahkan fitur pembayaran lewat aplikasi m banking)","untuk pemesanan tiket udah sangat dimudahkan, cuma 1 kurangnya pembayaran tiket harusnya juga bisa lewat apk m banking supaya lebih cepat dan efesien dalam melakukan pembayaran tiket (minta tolong tambahkan fitur pembayaran lewat aplikasi m banking)"
"Setelah update webview android ternyata kai access yang tadinya cuma layar putih atau white screen akhirnya sudah bisa digunakan dengan normal, user interface nya juga keren dan membantu sekali, semoga aplikasi ini dapat memudahkan masyarakat dalam pembelian tiket kereta","setelah update webview android ternyata kai access yang tadinya cuma layar putih atau white screen akhirnya sudah bisa digunakan dengan normal, user interface nya juga keren dan membantu sekali, semoga aplikasi ini dapat memudahkan masyarakat dalam pembelian tiket kereta"
"setelah sy lpgout, knapa sulit buat login lagi??? sampe berulang unisntal & reinstal tetep aja gak bisa login, ada yg bisa bantu caranya??? *bintang nya akan sy edit jika sy sudah bisa login ulang *sesuai janji sy, bintang nya sudah sy edit karna sy sudah bisa login meski harus beberapa kali unisntal & reinstal agar bisa login via email","setelah sy lpgout, knapa sulit buat login lagi??? sampe berulang unisntal & reinstal tetep aja gak bisa login, ada yg bisa bantu caranya??? *bintang nya akan sy edit jika sy sudah bisa login ulang *sesuai janji sy, bintang nya sudah sy edit karna sy sudah bisa login meski harus beberapa kali unisntal & reinstal agar bisa login via email"
"KAI Access sejauh ini sudah sangat membantu dalam perpesanan tiket kereta. Saran saja min supaya tiket KA Lokal bisa dicetak juga karena pada saat check in atau di dalam kereta suka tidak tampil dikarenakan masalah koneksi internet yang tidak stabil. Kalau sudah begini kadang kita jadi batal naik keretanya. Kan sayang min, mana kalau lagi ada hal penting. Semoga menjadi pertimbangan. Terimakasih","kai access sejauh ini sudah sangat membantu dalam perpesanan tiket kereta. saran saja min supaya tiket ka lokal bisa dicetak juga karena pada saat check in atau di dalam kereta suka tidak tampil dikarenakan masalah koneksi internet yang tidak stabil. kalau sudah begini kadang kita jadi batal naik keretanya. kan sayang min, mana kalau lagi ada hal penting. semoga menjadi pertimbangan. terimakasih"
"Yang ngeluh, aplikasi eror lah, lelet lah,.. Pliss kita hidup di Indonesia bro, yang kapasitas server tidak memadai.. Saran saya klo transaksi siang hari ya sabar.. Kalo mau lancar y transaksi dini hari.. Atau subuh..","yang ngeluh, aplikasi eror lah, lelet lah,.. pliss kita hidup di indonesia bro, yang kapasitas server tidak memadai.. saran saya klo transaksi siang hari ya sabar.. kalo mau lancar y transaksi dini hari.. atau subuh.."
"Saya ingin menyampaikan keluhan saya. Beberpaa kali saya menggunakan Aplikasi KAI Access, saya rasa aman dan tidak ada kendala sama sekali. Namun, setelah aplikasi diperbarui, tiba-tiba riwayat saya menjadi kosong. Kemudian saya memesan 2 tiket untuk tanggal 31 Desember 2019 nanti. Sayangnya, e-tiket yang saya beli tidak dapat muncul dalam Tiket KA LOKAL-AKTIF saya. Padahal, saldo link saya sudah terpotong. Dan ada bukti saya melakukan transaksi di Linkaja. Mohon responnya 🙏 terima kasih","saya ingin menyampaikan keluhan saya. beberpaa kali saya menggunakan aplikasi kai access, saya rasa aman dan tidak ada kendala sama sekali. namun, setelah aplikasi diperbarui, tiba-tiba riwayat saya menjadi kosong. kemudian saya memesan 2 tiket untuk tanggal 31 desember 2019 nanti. sayangnya, e-tiket yang saya beli tidak dapat muncul dalam tiket ka lokal-aktif saya. padahal, saldo link saya sudah terpotong. dan ada bukti saya melakukan transaksi di linkaja. mohon responnya 🙏 terima kasih"
aplikasi KAI Access sangat membantu sekali.. tolong di perbaiki bug lagi .. saya mau pesan tiket 3 Dewasa dan 1 Bayi .. tapi kenapa tidak bisa dan terdapat tulisan ( Tarif Infant belum tersedia )?? Tolong di respon,aplikasi kai access sangat membantu sekali.. tolong di perbaiki bug lagi .. saya mau pesan tiket 3 dewasa dan 1 bayi .. tapi kenapa tidak bisa dan terdapat tulisan ( tarif infant belum tersedia )?? tolong di respon
"menurutku sih, ini aplikasi yg memudahkan. Karena hadirnya aplikasi ini sangat membantu, klw mau pesan kyk aku ini yg jauh dr st. aku bs langsung pesan lwt aplikasi ini dan ga perlu jauh² ke st buat pesan. jd ke st. tinggal brngkt aja..","menurutku sih, ini aplikasi yg memudahkan. karena hadirnya aplikasi ini sangat membantu, klw mau pesan kyk aku ini yg jauh dr st. aku bs langsung pesan lwt aplikasi ini dan ga perlu jauh² ke st buat pesan. jd ke st. tinggal brngkt aja.."
"Keren sekarang, udah ada fitur pesan KA Lokal, saya sebagai pengguna KA Lokal merasa terbantu dengan adanya fitur baru ini, jadi tidak main desak desakan lagi, cukup pesan dirumah dengan santai, ke stasiun hanya E-Boarding aja ❤👍","keren sekarang, udah ada fitur pesan ka lokal, saya sebagai pengguna ka lokal merasa terbantu dengan adanya fitur baru ini, jadi tidak main desak desakan lagi, cukup pesan dirumah dengan santai, ke stasiun hanya e-boarding aja ❤👍"
"Seblmnya lancar dan kadang ngadad, meski akhirnya sukses jg. Aplikasi baru blm jalan lncr wong muncul scr mendadak, sempga sukses lancar. Ya demikian memang, kadang ngadad, tapi akhirnya berhasil juga setelah 13 jam sejak pkl 24.05 rata2 dan itupun saya melek terus.","seblmnya lancar dan kadang ngadad, meski akhirnya sukses jg. aplikasi baru blm jalan lncr wong muncul scr mendadak, sempga sukses lancar. ya demikian memang, kadang ngadad, tapi akhirnya berhasil juga setelah 13 jam sejak pkl 24.05 rata2 dan itupun saya melek terus."
"Lebih mudah menggunakan aplikasi daripada langsung dari stasiun gak ribet dan praktis apalagi di era pandemi seperti ini pasti sangat membantu ,tapi lebih baik di tingkatkan lagi user interface nya(UI) supaya lebih nyaman di pakai","lebih mudah menggunakan aplikasi daripada langsung dari stasiun gak ribet dan praktis apalagi di era pandemi seperti ini pasti sangat membantu ,tapi lebih baik di tingkatkan lagi user interface nya(ui) supaya lebih nyaman di pakai"
"Amat sangat dipermudah dengan adanya aplikasi ini. Kalo pesen tiket gak harus antri ke loket. Dan pembayarannya pun gampang bisa transfer lewat internet banking. Apalagi sekarang ditambah dengan adanya fitur pembatalan dan refund, sangat membuat customer mudah. Terima kasih PT KAI, semoga selalu maju dan berkembang. Dan semoga akan ada semakin banyak kereta yg tersedia hihi biar kalo pas mudik lebaran gak kehabisan tiket kereta. Because i love soo muchhhhh to use train for my transportation ^^","amat sangat dipermudah dengan adanya aplikasi ini. kalo pesen tiket gak harus antri ke loket. dan pembayarannya pun gampang bisa transfer lewat internet banking. apalagi sekarang ditambah dengan adanya fitur pembatalan dan refund, sangat membuat customer mudah. terima kasih pt kai, semoga selalu maju dan berkembang. dan semoga akan ada semakin banyak kereta yg tersedia hihi biar kalo pas mudik lebaran gak kehabisan tiket kereta. because i love soo muchhhhh to use train for my transportation ^^"
"Saran buat para teman"" Yang ada kendala pada saat daftar di bagian nama dan no ktp,alangkah baiknya setelah masukan email atau ganti nama hapus akun dulu lagi aja terus login ulang,atau tidak daftar ke webnya lansung,aku kemarin pun udah daftra tapi nama dan no ktp gak bisa masuk,tapi akhirnya saya log out terus masuk lagi daftar tulis nama dan no ktp jadi alhamdullilah","saran buat para teman"" yang ada kendala pada saat daftar di bagian nama dan no ktp,alangkah baiknya setelah masukan email atau ganti nama hapus akun dulu lagi aja terus login ulang,atau tidak daftar ke webnya lansung,aku kemarin pun udah daftra tapi nama dan no ktp gak bisa masuk,tapi akhirnya saya log out terus masuk lagi daftar tulis nama dan no ktp jadi alhamdullilah"
"Mudah digunakan, dan praktis tidak perlu antri di loket. Peluang dapetnya juga lebih besar. Apalagi dengan adanya conneting train, sangat memudahkan Masukan : Untuk connecting train alangkah lebih baiknya juga terkoneksi dengan kereta lokal agar pilihannya semakin banyak dan lebih ramah bagi backpacker, terimakasih semoga dapat membantu 🙏","mudah digunakan, dan praktis tidak perlu antri di loket. peluang dapetnya juga lebih besar. apalagi dengan adanya conneting train, sangat memudahkan masukan : untuk connecting train alangkah lebih baiknya juga terkoneksi dengan kereta lokal agar pilihannya semakin banyak dan lebih ramah bagi backpacker, terimakasih semoga dapat membantu 🙏"
"Setelah update ke versi terbaru untuk melihat jadwal tiket susah kalo jaringannya jelek, harus benar - benar bagus untuk dapat melihat tiket, padahal pakai versi lama tidak terjadi kendala apapun walaupun jaringan bagus atau jaringan jelek","setelah update ke versi terbaru untuk melihat jadwal tiket susah kalo jaringannya jelek, harus benar - benar bagus untuk dapat melihat tiket, padahal pakai versi lama tidak terjadi kendala apapun walaupun jaringan bagus atau jaringan jelek"
"Kayaknya apk ini harus dikasih pujian dulu......baru bakal respon bagus.....walau kenyataannya apk ini selalu lelet, stuck lama, log out sendiri, pas pembelian ngelag terus. Jadi fungsinya Hanya Bisa Liat Jadwal Kereta doang. Gak lebih. Semangat apk PT.KAI semoga bisa lebih cerdas lagi, kan sekelas BUMN yg super bonafit. Tapi apk nya benyak dihiasi bug bug yg indah dan selalu memancing emosi.","kayaknya apk ini harus dikasih pujian dulu......baru bakal respon bagus.....walau kenyataannya apk ini selalu lelet, stuck lama, log out sendiri, pas pembelian ngelag terus. jadi fungsinya hanya bisa liat jadwal kereta doang. gak lebih. semangat apk pt.kai semoga bisa lebih cerdas lagi, kan sekelas bumn yg super bonafit. tapi apk nya benyak dihiasi bug bug yg indah dan selalu memancing emosi."
Kenapa pas update ada tulisan memperbaiki yah min tolong diperbaiki lagi min aplikasi mau login lagi masa harus isi data diri lagi padahal udh bikin akun kai loh waktu itu kenapa mas mau login harus isi data diri lagi????🙏,kenapa pas update ada tulisan memperbaiki yah min tolong diperbaiki lagi min aplikasi mau login lagi masa harus isi data diri lagi padahal udh bikin akun kai loh waktu itu kenapa mas mau login harus isi data diri lagi????🙏
"Kenapa akhir2 ini kai tdk bisa diakses, selalu ""anda sedang offline"", padahal jelas2 sdng online, kuota juga banyak..... Untuk aplikasi yg lain bisa diakses....","kenapa akhir2 ini kai tdk bisa diakses, selalu ""anda sedang offline"", padahal jelas2 sdng online, kuota juga banyak..... untuk aplikasi yg lain bisa diakses...."
"Untuk pengalaman pertama kali naik kereta, awalnya banyak sekali ke khawatiran saya, saya merasa ragu dan ini itu, tapi saya coba saja. Alhamdulillah perjalanan saya lancar, tidak ada kendala baik dari penggunaan aplikasi, saat pemesanan tiket dan check in hingga perjalanan😄😆","untuk pengalaman pertama kali naik kereta, awalnya banyak sekali ke khawatiran saya, saya merasa ragu dan ini itu, tapi saya coba saja. alhamdulillah perjalanan saya lancar, tidak ada kendala baik dari penggunaan aplikasi, saat pemesanan tiket dan check in hingga perjalanan😄😆"
"Sangat mudah mengecek jadwal & harga... Membantuu sekali dlm pemesanan jd mudah, ga perlu antri di loket atau merchant lainnya... Tgl klik klik di hp sendiri, jadi deehh jalan"" dgn kereta 🤗 Semoga semakin berkembang lg KAI 😇","sangat mudah mengecek jadwal & harga... membantuu sekali dlm pemesanan jd mudah, ga perlu antri di loket atau merchant lainnya... tgl klik klik di hp sendiri, jadi deehh jalan"" dgn kereta 🤗 semoga semakin berkembang lg kai 😇"
"Sangat tidak bisa di buka sama SEKALI. Saya sangat terbantu dengan application yg versi lama. Mksh KAI,walaupun tetap msh belum bisa dibuka jg. Smoga pihak KAI Merespon dan smoga bisa di buka aplikasi ny.","sangat tidak bisa di buka sama sekali. saya sangat terbantu dengan application yg versi lama. mksh kai,walaupun tetap msh belum bisa dibuka jg. smoga pihak kai merespon dan smoga bisa di buka aplikasi ny."
"Apakah ada error' dengan aplikasinya? Karena setiap saya checkout dan ingin pilih kursi selalu loading lalu macet, padahal paketan saya full kemudian saya coba pakai WiFi juga masih sama, jadi apa aplikasinya error' sehingga fitur memilih kursi tidak dapat digunakan? Mohon jawabannya, terimakasih","apakah ada error' dengan aplikasinya? karena setiap saya checkout dan ingin pilih kursi selalu loading lalu macet, padahal paketan saya full kemudian saya coba pakai wifi juga masih sama, jadi apa aplikasinya error' sehingga fitur memilih kursi tidak dapat digunakan? mohon jawabannya, terimakasih"
"Dalam menggunakan layanan kita lebih suka secara online selain simple, kita bisa gunakan dimana saja dan kapan saja kita perlu. Dan pelayanan di kereta api sekarang lebih bagus, bersih, dan nyaman. Di dalam gerbong juga ada AC sehingga membuat kita semakin memilih dalam bepergian dengan kereta api. Selain AC ada juga colokan listrik yg bisa kita gunakan setiap waktu, apabila kita membawa hp atau laptop kita sdh tidak perlu khawatir baterai habis karena bisa langsung dicolokkan ke listrik.","dalam menggunakan layanan kita lebih suka secara online selain simple, kita bisa gunakan dimana saja dan kapan saja kita perlu. dan pelayanan di kereta api sekarang lebih bagus, bersih, dan nyaman. di dalam gerbong juga ada ac sehingga membuat kita semakin memilih dalam bepergian dengan kereta api. selain ac ada juga colokan listrik yg bisa kita gunakan setiap waktu, apabila kita membawa hp atau laptop kita sdh tidak perlu khawatir baterai habis karena bisa langsung dicolokkan ke listrik."
