content,case folding
"Aplikasi tidak membuat orang nyaman, malah menjadi ribet","aplikasi tidak membuat orang nyaman, malah menjadi ribet"
"Ada apa dengan kai access? Tiap kali mau pesen tiket selalu eror jadwal g ditemukan,bahkan tiap kali mau bayar selalu saja eror.tolong dong diperbaiki.udah bela""in tengah malam g tidur nunggu buat beli tiket malah si app nya eror berkali"" dibiarin gitu aja.😒","ada apa dengan kai access? tiap kali mau pesen tiket selalu eror jadwal g ditemukan,bahkan tiap kali mau bayar selalu saja eror.tolong dong diperbaiki.udah bela""in tengah malam g tidur nunggu buat beli tiket malah si app nya eror berkali"" dibiarin gitu aja.😒"
"aplikasi gatel, pesen tinggal pembayaran muter2 trs, akhirnya gak dapat tiket. cok..","aplikasi gatel, pesen tinggal pembayaran muter2 trs, akhirnya gak dapat tiket. cok.."
tiket lokal harus pake aplikasi. tapi buat pesanan lama. sampe habis kursi. full sinyal server lemot,tiket lokal harus pake aplikasi. tapi buat pesanan lama. sampe habis kursi. full sinyal server lemot
"Sangat Sangat Sangat buruk, terimakasih sudah menyusahkan rakyat dikala puasa dan lebaran","sangat sangat sangat buruk, terimakasih sudah menyusahkan rakyat dikala puasa dan lebaran"
"sudah dibelain bergadang biar dapat tiket, aplikasi malah ngebug terus...jadwal tidak bisa ditemukan,sekalinya jadwal di temukan. aplikasi kok selalu gak siap menghadapi musim lebaran kyak gini,pdhl sudah dari jauh2 hari pesan h-7 tetap gak bisa beli karna server down.merugikan sekali.jadi gak bisa pulang ketempat kerja kalau caranya kayak gini min","sudah dibelain bergadang biar dapat tiket, aplikasi malah ngebug terus...jadwal tidak bisa ditemukan,sekalinya jadwal di temukan. aplikasi kok selalu gak siap menghadapi musim lebaran kyak gini,pdhl sudah dari jauh2 hari pesan h-7 tetap gak bisa beli karna server down.merugikan sekali.jadi gak bisa pulang ketempat kerja kalau caranya kayak gini min"
apk tolol mau pesen malah eror Mulu,apk tolol mau pesen malah eror mulu
"loading mulu. padahal jaringan lancar, pesen tiket ga bisa. timeout terus alhasil gak dapat tiket tempat duduk.","loading mulu. padahal jaringan lancar, pesen tiket ga bisa. timeout terus alhasil gak dapat tiket tempat duduk."
"selalu timeout, padahal sudah ganti jaringan, hapus data, instal ulang. mantapp","selalu timeout, padahal sudah ganti jaringan, hapus data, instal ulang. mantapp"
susahnya cari tiket gagal terus timeout dan kluar tolong kai perbaiki! kasihan,susahnya cari tiket gagal terus timeout dan kluar tolong kai perbaiki! kasihan
"selalu standby di aplikasi jam 23.30 1 Minggu sebelum tgl berangkat kereta. hari ini juga begitu dari jam 23.30 SDH masuk menu pesan tiket. SDH di tgl pemesanan, pas jam 00.00 masuk ngisi data penumpang nah mulai dari sini mulai bikin kesel Karena ga BS ngisi data penumpang..bolak balik minta isi data penumpang sampai jam 01.44. dr penumpang masih 0 pada semua perjalanan sampai semua kursi habis pada semua perjalanan pagi, siang dan sore. Tolong ya dibenerin aplikasinya...bikin kesel poll...","selalu standby di aplikasi jam 23.30 1 minggu sebelum tgl berangkat kereta. hari ini juga begitu dari jam 23.30 sdh masuk menu pesan tiket. sdh di tgl pemesanan, pas jam 00.00 masuk ngisi data penumpang nah mulai dari sini mulai bikin kesel karena ga bs ngisi data penumpang..bolak balik minta isi data penumpang sampai jam 01.44. dr penumpang masih 0 pada semua perjalanan sampai semua kursi habis pada semua perjalanan pagi, siang dan sore. tolong ya dibenerin aplikasinya...bikin kesel poll..."
aplikasinya jelekkkk bgttt sering ngelag sering stuck di 1 halaman jadi gak dapat tiket kereta gara gara aplikasinya yg jelek bgt.,aplikasinya jelekkkk bgttt sering ngelag sering stuck di 1 halaman jadi gak dapat tiket kereta gara gara aplikasinya yg jelek bgt.
"cari tiket lokal susah nya setengah mati. kalau aplikasi belum siap melayani dengan baik, lebih baik aktifkan beli tiket di loket","cari tiket lokal susah nya setengah mati. kalau aplikasi belum siap melayani dengan baik, lebih baik aktifkan beli tiket di loket"
"percuma diperbaharui tampilannya aja sekedar cek keberangkatan krl aja ribet, sering sekali update aplikasi entah apa yang diperbaharui, malah nambah ribet cari tiket jam 2 dini hari ga muncul tiketnya hadeuh","percuma diperbaharui tampilannya aja sekedar cek keberangkatan krl aja ribet, sering sekali update aplikasi entah apa yang diperbaharui, malah nambah ribet cari tiket jam 2 dini hari ga muncul tiketnya hadeuh"
"selalu..,dan selalu.. saat momen lebaran untuk pembelian tiket lokal sangat sulit,padahal uda stanby jam 00.00.. tapi alhasil selalu error pada sistem KAI,..","selalu..,dan selalu.. saat momen lebaran untuk pembelian tiket lokal sangat sulit,padahal uda stanby jam 00.00.. tapi alhasil selalu error pada sistem kai,.."
Aplikasinya tidak bisa dibuka 🤦🤦🤦setiap mau masuk aplikasi selalu keluar sendiri🤦sudah mengupdete aplikasi tapi tetap gak bisa masuk aplikasi. ketika bisa masuk selalu ada tulisan jadwal tidak tersedia dan pada akhirnya tidak dapat tiket hadehhhh.Tolong iya KAI diperhatikan lagi untuk aplikasinya. Kecewa banget🥺,aplikasinya tidak bisa dibuka 🤦🤦🤦setiap mau masuk aplikasi selalu keluar sendiri🤦sudah mengupdete aplikasi tapi tetap gak bisa masuk aplikasi. ketika bisa masuk selalu ada tulisan jadwal tidak tersedia dan pada akhirnya tidak dapat tiket hadehhhh.tolong iya kai diperhatikan lagi untuk aplikasinya. kecewa banget🥺
gimana ini kok selalu gagal.kok tambah susah sekarang.,gimana ini kok selalu gagal.kok tambah susah sekarang.
"APAAN NJIR KERETA LOKAL KAI GA EFEKTIF DAN EFISIEN. DARI JAM 00 SAMPAI 1.30 PROBLEM TERUS MULAI TIDAK ADA JADWAL, JADWAL TIDAK DITEMUKAN, TIMEOUT DLL. 1 JAM MAU CARI TIKET DAN DAPAT BANGKU AJA SUSAH. WASTING TIME MENDING BERALIH KE MODE TRANSPORTASI LAIN AJA WONG SAMA AJA MALAH JADWAL KAI SEKARANG LEBIH LAMAAAA. KECEWA","apaan njir kereta lokal kai ga efektif dan efisien. dari jam 00 sampai 1.30 problem terus mulai tidak ada jadwal, jadwal tidak ditemukan, timeout dll. 1 jam mau cari tiket dan dapat bangku aja susah. wasting time mending beralih ke mode transportasi lain aja wong sama aja malah jadwal kai sekarang lebih lamaaaa. kecewa"
"error kalo seriap hari namanya bukan error tapi broken, aplikasi rusakk","error kalo seriap hari namanya bukan error tapi broken, aplikasi rusakk"
"Tolong dong dibenahi dulu jaringannya jangan nambah2 fitur aneh lain, selesaikan dulu problemnya semisal di pke rame2 ttp bs jalan. masak 1 jam dari jam 12 malem ga dapet tiket dahal internet lancar banget. cuma loading aja hbs tu time out. kalo ga di benahi ttp bintang 1 ya maaf aja. mana beli langsung di tempat sdh ga bersedia lagi :)","tolong dong dibenahi dulu jaringannya jangan nambah2 fitur aneh lain, selesaikan dulu problemnya semisal di pke rame2 ttp bs jalan. masak 1 jam dari jam 12 malem ga dapet tiket dahal internet lancar banget. cuma loading aja hbs tu time out. kalo ga di benahi ttp bintang 1 ya maaf aja. mana beli langsung di tempat sdh ga bersedia lagi :)"
"mau beli tiket cl dhoho bener udah nunggu jam 11 malem ehh pas jam 00:00 jadwal tidak ditemukan pas coba lagi beberapa saat jadwal ada tapi tiket sudah habis, tolong lah diperbaiki","mau beli tiket cl dhoho bener udah nunggu jam 11 malem ehh pas jam 00:00 jadwal tidak ditemukan pas coba lagi beberapa saat jadwal ada tapi tiket sudah habis, tolong lah diperbaiki"
Maaf hanya bintang 1. Server sering eror. Sering timeout waktu pesan tiket. Apalagi saat liburan. Tolong yang komuter (terutama dhoho dan penataran) lebih di perhatikan lagi. Waktu memasukkan identitas penumpang sering time out dan ulang dari awal. Setelah ulang dari awal keluar jadwal tidak ditemukan. Terus seperti itu sampai setengah jam tapi tiket sudah habis. Tolong keadilannya mengingat banyak pengguna yang menggantungkan kehidupan mereka pada transportasi kereta api.,maaf hanya bintang 1. server sering eror. sering timeout waktu pesan tiket. apalagi saat liburan. tolong yang komuter (terutama dhoho dan penataran) lebih di perhatikan lagi. waktu memasukkan identitas penumpang sering time out dan ulang dari awal. setelah ulang dari awal keluar jadwal tidak ditemukan. terus seperti itu sampai setengah jam tapi tiket sudah habis. tolong keadilannya mengingat banyak pengguna yang menggantungkan kehidupan mereka pada transportasi kereta api.
"apaan anjir, awak dah pencet tanggal trs keterangannya tiket not found padahal di hp teman saya ada tapi di hp saya tidak ada, aplikasi personal anjirrr, ah elah kecewa aku cok, apaan ini error apa gimana Jirr kesel gw, udh ada deadline hari itu tapi tiket habis padahal sudah standby duluan tapi pas di pencet keterangan tiket not found ah bodo, perbaiki dulu itu Blitar ke stasiun blimbing malang woi","apaan anjir, awak dah pencet tanggal trs keterangannya tiket not found padahal di hp teman saya ada tapi di hp saya tidak ada, aplikasi personal anjirrr, ah elah kecewa aku cok, apaan ini error apa gimana jirr kesel gw, udh ada deadline hari itu tapi tiket habis padahal sudah standby duluan tapi pas di pencet keterangan tiket not found ah bodo, perbaiki dulu itu blitar ke stasiun blimbing malang woi"
"knapa si setiap habis update servernya, mesti lelet?","knapa si setiap habis update servernya, mesti lelet?"
apk trlalu rendah payah.. bayak erornya di pake orng banyak tpi kualitas apk gk memadai. .,apk trlalu rendah payah.. bayak erornya di pake orng banyak tpi kualitas apk gk memadai. .
tingkatkan terus ya pelayanannya ya. sudah bagus lewat onlinenya. kasih bintang 5 kalo servernya ga down terus,tingkatkan terus ya pelayanannya ya. sudah bagus lewat onlinenya. kasih bintang 5 kalo servernya ga down terus
"pesen tiket ditungguin dari tengah malem gabisa, loading terus, emang kalo gak niat bikin aplikasi gausah bikin lah. minimal di update aplikasi biar customer nyaman.","pesen tiket ditungguin dari tengah malem gabisa, loading terus, emang kalo gak niat bikin aplikasi gausah bikin lah. minimal di update aplikasi biar customer nyaman."
server ga kuat di oeak season. banyak troublenya,server ga kuat di oeak season. banyak troublenya
busuk,busuk
"aplikasi sampah ga berguna, diapdet terus tp gaada perubahan, makin lama makin ngebug, udh nunggu dr jam 00.00 pas udh bisa tbtb tiket udh abis. sick.","aplikasi sampah ga berguna, diapdet terus tp gaada perubahan, makin lama makin ngebug, udh nunggu dr jam 00.00 pas udh bisa tbtb tiket udh abis. sick."
sistem bobrok,sistem bobrok
lama lama ..aplikasi KAI ribet nunggu sampai sejam tiket g kluar sekali kluar time out ..pernah pesan saldo dah masuk tapi tiket g muncul . lama lama gedek juga ..online malah gag ngebantu banget. .enakan dulu pas ofline,lama lama ..aplikasi kai ribet nunggu sampai sejam tiket g kluar sekali kluar time out ..pernah pesan saldo dah masuk tapi tiket g muncul . lama lama gedek juga ..online malah gag ngebantu banget. .enakan dulu pas ofline
"pengalaman sangat buruk ketika harus membeli tiket kereta bukan untuk 1 & 2x tapi sering susah untuk menunggu loading tiba"" tidak ada jadwal, sangat buruk, ketika segala sesuatu disarankan dan dialihkan online, tapi dengan alakadarnya membuat orang sangat dirugikan ketika sudah berharap dan menunggu, dan di tambah lagi tidak mau merespon dan membenahi untuk kritikan dari konsum pengguna layannya kai","pengalaman sangat buruk ketika harus membeli tiket kereta bukan untuk 1 & 2x tapi sering susah untuk menunggu loading tiba"" tidak ada jadwal, sangat buruk, ketika segala sesuatu disarankan dan dialihkan online, tapi dengan alakadarnya membuat orang sangat dirugikan ketika sudah berharap dan menunggu, dan di tambah lagi tidak mau merespon dan membenahi untuk kritikan dari konsum pengguna layannya kai"
"kepada pihak KAI Access mohon diperbaiki lagi apk nya, ini saat pembayaran suka lemot gajelas, semoga kedepan nya bisa lebih baik lagi","kepada pihak kai access mohon diperbaiki lagi apk nya, ini saat pembayaran suka lemot gajelas, semoga kedepan nya bisa lebih baik lagi"
"KAI kenapa sih?setelah di perbarui susah buat pesen tiket,udah siap2 dari pukul 00.00 nyoba sampai jam 2 gak bisa,begitu bisa masuk tiket udh habis..nyoba 2 hari berturut2 gitu terusss..baru kali ini kecewa sama KAI","kai kenapa sih?setelah di perbarui susah buat pesen tiket,udah siap2 dari pukul 00.00 nyoba sampai jam 2 gak bisa,begitu bisa masuk tiket udh habis..nyoba 2 hari berturut2 gitu terusss..baru kali ini kecewa sama kai"
aplikasi lemot,aplikasi lemot
"kalau ga bisa buat aplikasi , mending gak usah buat aplikasi, beli tiket aja dipersulit, timeout terus diulangi tiket habis, KALAU BELUM BISA PERBAIKI MENDING TUTUP AJA APLIKASIMU DAHH !!!!","kalau ga bisa buat aplikasi , mending gak usah buat aplikasi, beli tiket aja dipersulit, timeout terus diulangi tiket habis, kalau belum bisa perbaiki mending tutup aja aplikasimu dahh !!!!"
"tinggal pembayara selalu timeout, ketika di refresh tiket sudah habis","tinggal pembayara selalu timeout, ketika di refresh tiket sudah habis"
"Sebenernya saat maintaince,update apa yg kalian perbarui.Lemot masih sama,mau pesan tiket gk keluar jadwalnya,time out trus,loading trs,internet lancar padahal.4g+ signal full kenceng.Bisa gk perbaiki app kalian dg benar ? apa dikota besar aja yang lancar,di kampung gk support ?","sebenernya saat maintaince,update apa yg kalian perbarui.lemot masih sama,mau pesan tiket gk keluar jadwalnya,time out trus,loading trs,internet lancar padahal.4g+ signal full kenceng.bisa gk perbaiki app kalian dg benar ? apa dikota besar aja yang lancar,di kampung gk support ?"
"SELALU EROR, TOLONG DIPERBAIKI","selalu eror, tolong diperbaiki"
"aplikasi ga jelas, tinggal milih nomor kursi timeout terus, giliran ulang jadwalnya gaada, ntar sekalinya ada udah pada abis, nunggu berjam jam kaya orang dongo","aplikasi ga jelas, tinggal milih nomor kursi timeout terus, giliran ulang jadwalnya gaada, ntar sekalinya ada udah pada abis, nunggu berjam jam kaya orang dongo"
"ini tolong di perbaiki yaa, kalo sering error gini mending tetep adain tiket offline..sering update tapi malah tambah buruk. Jaringan udah bagus tetep aja error..padahal udh bela belain begadang malah tiba tiba tiket udh habis","ini tolong di perbaiki yaa, kalo sering error gini mending tetep adain tiket offline..sering update tapi malah tambah buruk. jaringan udah bagus tetep aja error..padahal udh bela belain begadang malah tiba tiba tiket udh habis"
servernya diperbaiki lagi agar tdk time out melulu..,servernya diperbaiki lagi agar tdk time out melulu..
sering buq pdhal btuh tiket itu bgt. perbaiki lah kai,sering buq pdhal btuh tiket itu bgt. perbaiki lah kai
"Gak jelas bener ini KAI, mau pesen tiket jam 00:00 udah begadang tiba2 langsung habis tiket. pas lagi liat2 kursi nge lag terus direfresh malah semua tiket habis. banyak calo keknya inimah","gak jelas bener ini kai, mau pesen tiket jam 00:00 udah begadang tiba2 langsung habis tiket. pas lagi liat2 kursi nge lag terus direfresh malah semua tiket habis. banyak calo keknya inimah"
aplikasi kok g bisa di pakai.sekalinya di buka jadwal tdk di temukan,aplikasi kok g bisa di pakai.sekalinya di buka jadwal tdk di temukan
"buat tiket lokal, saya mau beli jam 12 malem. pas tiket tidak mau keluar langsung harus menunggu lama dan sekali nya ada tiket tidak ada tempat duduk dan habis, padahal saya sudah pake wifi + paketan masih aja ngelek kek t*1, tiket gamau Keluar.","buat tiket lokal, saya mau beli jam 12 malem. pas tiket tidak mau keluar langsung harus menunggu lama dan sekali nya ada tiket tidak ada tempat duduk dan habis, padahal saya sudah pake wifi + paketan masih aja ngelek kek t*1, tiket gamau keluar."
aplikasi sampah..berulang kali pesan tiket sudah masukka data gagal terus tertulis not seat available..bolak balik bolak balik.. we tau tau tiket habis.. emang bener2 sampah,aplikasi sampah..berulang kali pesan tiket sudah masukka data gagal terus tertulis not seat available..bolak balik bolak balik.. we tau tau tiket habis.. emang bener2 sampah
apk kai gk worthit bngt aneh berapa kali ngewar tepat waktu trs tp kosong tba²telat 2/5 menit muncul hbs apk gk jls gk bsa bermanfaat dngn baik dan tidak membuat mudah mlh sulit iya,apk kai gk worthit bngt aneh berapa kali ngewar tepat waktu trs tp kosong tba²telat 2/5 menit muncul hbs apk gk jls gk bsa bermanfaat dngn baik dan tidak membuat mudah mlh sulit iya
mudah eror gak jelas,mudah eror gak jelas
"Upgrade basic saja rasanya jadi orang tolollll banget. Sudah berhasil tapi ternyata tidak. sampai ulang 10x coba selalu berhasil, tapi tidak. beneran mencerminkan BUMN kita nih. iya tapi tidak","upgrade basic saja rasanya jadi orang tolollll banget. sudah berhasil tapi ternyata tidak. sampai ulang 10x coba selalu berhasil, tapi tidak. beneran mencerminkan bumn kita nih. iya tapi tidak"
"BELI TIKET LOKAL SUSAH TERUS, BERULANG KALI TIMEOUT. APLIKASI GAK JELAS!","beli tiket lokal susah terus, berulang kali timeout. aplikasi gak jelas!"
"apk aneh, makin susah cari tiket timeout terus maintance gajelas padahal sinyal aman","apk aneh, makin susah cari tiket timeout terus maintance gajelas padahal sinyal aman"
bobrok banget,bobrok banget
SUSAH DAPAT TIKET KERETA LOKAL JATIM!,susah dapat tiket kereta lokal jatim!
"KAI jelek,masa iya gak kebagian tiket,padahal pas mau pulkam tetap kebagian ngewar dri jam 00:00 tetap dapet,lah ini mw plng tgl 8 ngewar dngn jm yg sma gak kebagian dn gak jelas jg pembukaan tiketnya jam brp,tiba2 udah abis aja,STRESS","kai jelek,masa iya gak kebagian tiket,padahal pas mau pulkam tetap kebagian ngewar dri jam 00:00 tetap dapet,lah ini mw plng tgl 8 ngewar dngn jm yg sma gak kebagian dn gak jelas jg pembukaan tiketnya jam brp,tiba2 udah abis aja,stress"
"developer anda sepertinya tidak kompeten dalam mengembangkan aplikasi, pecat dan ganti yang lebih kompeten saja untuk kenyamanan konsumen","developer anda sepertinya tidak kompeten dalam mengembangkan aplikasi, pecat dan ganti yang lebih kompeten saja untuk kenyamanan konsumen"
"Ketika mau beli tiket selalu request time out padahal koneksi bagus, bahkan terkadang jadwal tidak bisa ditemukan ketika coba pakai wifi tolong diperbaiki !!!!!!","ketika mau beli tiket selalu request time out padahal koneksi bagus, bahkan terkadang jadwal tidak bisa ditemukan ketika coba pakai wifi tolong diperbaiki !!!!!!"
apk bobrok. bumn tpi bikin apk aja nggak bgus.. jadwal sering tidak muncul . bnyak trjadi ng bug..,apk bobrok. bumn tpi bikin apk aja nggak bgus.. jadwal sering tidak muncul . bnyak trjadi ng bug..
"tolong lah perbaiki sistem nya, buat pesan tiket aja susah, udah 3hari gagal terus","tolong lah perbaiki sistem nya, buat pesan tiket aja susah, udah 3hari gagal terus"
"semakin kesini semakin buruk, padahal tinggal pembayaran malah timeout, docoba berkali kali tetep gabisa, kirain aku doang ternyata temenku ngeluh hal yang sama, jadi nyusahin mahasiswa yang ngandelin kereta buat pp","semakin kesini semakin buruk, padahal tinggal pembayaran malah timeout, docoba berkali kali tetep gabisa, kirain aku doang ternyata temenku ngeluh hal yang sama, jadi nyusahin mahasiswa yang ngandelin kereta buat pp"
"Ini kenapa setiap jam 00:00 saya war tiket kereta jurusan baturaja-bandar lampung selalu error, terkadang rute nya belum muncul dan sudah di refresh terus-menerus tapi gak kunjung muncul, tetapi pada saat muncul seluruh tiket sudah sold out, padahal beberapa detik yang kalau bahkan rutenya belum muncul, mohon diberi tanggapan karena sudah 3 hari saya war tiket tapi hanya dapat emosi saja (saya pengguna kau access dari 2022, dan baru dari update kemarin kejadiannya seperti ini)","ini kenapa setiap jam 00:00 saya war tiket kereta jurusan baturaja-bandar lampung selalu error, terkadang rute nya belum muncul dan sudah di refresh terus-menerus tapi gak kunjung muncul, tetapi pada saat muncul seluruh tiket sudah sold out, padahal beberapa detik yang kalau bahkan rutenya belum muncul, mohon diberi tanggapan karena sudah 3 hari saya war tiket tapi hanya dapat emosi saja (saya pengguna kau access dari 2022, dan baru dari update kemarin kejadiannya seperti ini)"
"Mau pesan tiket, selalu error. Gk ada perbaikan dri pihak KAI.","mau pesan tiket, selalu error. gk ada perbaikan dri pihak kai."
sering bug dan time out terusss,sering bug dan time out terusss
"aplikasi setelah update tambah lemot poll, beli tiket loading nya lama banget","aplikasi setelah update tambah lemot poll, beli tiket loading nya lama banget"
tidak muncul tiba tiba habis,tidak muncul tiba tiba habis
"bisa²nya tiket direfresh dari 00.00 ga muncul², eh 00.22 munculnya udah abis semua. aplikasi gbl0k atau bisnis sama calo?","bisa²nya tiket direfresh dari 00.00 ga muncul², eh 00.22 munculnya udah abis semua. aplikasi gbl0k atau bisnis sama calo?"
aplikase remek,aplikase remek
"lemot parah ,setiap lebaran pesan tiket slu lemot ,smpai g dapat ,parah parah ,pdahal sinyal tmpt baik","lemot parah ,setiap lebaran pesan tiket slu lemot ,smpai g dapat ,parah parah ,pdahal sinyal tmpt baik"
"BELI SERVER YG LEBIH GEDE. Kalian doang perusahaan kereta api di Indonesia. Jadi merasa angkuh gitu, ya? Karena nggak punya pesaing? MANA BISA GITU. EFFORT DIKIT LAH. KAMI PENUMPANG JUGA BAYAR. NGGAK WORTH IT BAYAR TIKET DGN PELAYANAN SEPERTI INI.","beli server yg lebih gede. kalian doang perusahaan kereta api di indonesia. jadi merasa angkuh gitu, ya? karena nggak punya pesaing? mana bisa gitu. effort dikit lah. kami penumpang juga bayar. nggak worth it bayar tiket dgn pelayanan seperti ini."
"tolong lahh di perbaiki lagi untuk apk nya, sudah coba berkali kali dari jam 00.00 sampai jam 01.00 muncul jadwal tidak di temukan terus terusan, ini gimanaa??","tolong lahh di perbaiki lagi untuk apk nya, sudah coba berkali kali dari jam 00.00 sampai jam 01.00 muncul jadwal tidak di temukan terus terusan, ini gimanaa??"
"nggak niat bikin aplikasi, lemot dan ruwet","nggak niat bikin aplikasi, lemot dan ruwet"
"aplikasi lemot, punya negara tapi gak bisa di andalkan..sangat kecewa.","aplikasi lemot, punya negara tapi gak bisa di andalkan..sangat kecewa."
aplikasi bikin emosi loading Mulu bukannya dipermudah Mala dipersusah bagusan yang lama apk nya gak jelas,aplikasi bikin emosi loading mulu bukannya dipermudah mala dipersusah bagusan yang lama apk nya gak jelas
"aplikasi yang sangat tidak memuaskan dan buruk tiap kali pesan tiket selalu time out, pembayaran rumit, top up saldo tidak langsung masuk . tidak membantu, justru mempersulit perjalanan","aplikasi yang sangat tidak memuaskan dan buruk tiap kali pesan tiket selalu time out, pembayaran rumit, top up saldo tidak langsung masuk . tidak membantu, justru mempersulit perjalanan"
"apalah sinyal bagus tapi buat pesen tiket ga bisa""","apalah sinyal bagus tapi buat pesen tiket ga bisa"""
"aplikasi gajelas, udah ada jadwal ditanggal malah jadwal tidak ditemukan, hapus aja aplikasinya","aplikasi gajelas, udah ada jadwal ditanggal malah jadwal tidak ditemukan, hapus aja aplikasinya"
suka eror,suka eror
apk ga mutu mosok akses ae gaisok login.keterangan time out ngerti2 moro eentek,apk ga mutu mosok akses ae gaisok login.keterangan time out ngerti2 moro eentek
"Saat ingin membeli tiket KA lokal, konfirmasi data selesai untuk lanjut ke pembayaran selalu loading lama lalu timeout terus, dicoba berulang kali hasilnya tetap sama, kemudian dicoba lagi malah jadwal tidak ditemukan. Padahal saya sudah dari h-7 jam 00.00 itu, sampai jam 1 an mencoba dan tiba tiba tiket habis. Dan saya sudah mencoba dua hari berturut turut di mulai dari jam 00.00 juga, hasilnya sama eror terus. Payah.","saat ingin membeli tiket ka lokal, konfirmasi data selesai untuk lanjut ke pembayaran selalu loading lama lalu timeout terus, dicoba berulang kali hasilnya tetap sama, kemudian dicoba lagi malah jadwal tidak ditemukan. padahal saya sudah dari h-7 jam 00.00 itu, sampai jam 1 an mencoba dan tiba tiba tiket habis. dan saya sudah mencoba dua hari berturut turut di mulai dari jam 00.00 juga, hasilnya sama eror terus. payah."
"gagal booking tiket padahal payment berhasil, tp tidak ada pengembalian dana","gagal booking tiket padahal payment berhasil, tp tidak ada pengembalian dana"
Gak Jelas Aplikasinya Masa Mau Pesan Aja Susah Bener Sekarang Pakai Wifi Atau Data Seluler Sama Aja...,gak jelas aplikasinya masa mau pesan aja susah bener sekarang pakai wifi atau data seluler sama aja...
"Buruk sekali, Saya pesan tiket untuk lokal ngewar sampe jam 12 malem malah Jadwal tidak ditemukan,Tolong dibenahi lagi","buruk sekali, saya pesan tiket untuk lokal ngewar sampe jam 12 malem malah jadwal tidak ditemukan,tolong dibenahi lagi"
"time out terus, rute gak ditemukan pembayaran gagal terus. giliran udah bisa eh tiket habis kecewa banget","time out terus, rute gak ditemukan pembayaran gagal terus. giliran udah bisa eh tiket habis kecewa banget"
"cara bikin akun gmn? susah banget, apa eror mulu?????","cara bikin akun gmn? susah banget, apa eror mulu?????"
kenapa uang hilang padahal belom ada tiket terpesan,kenapa uang hilang padahal belom ada tiket terpesan
"update nya jelek, selalu aja ada tulisan kadaluwarsa mau di benerin gimana pun jg. Sampe hpus akun uninstall app juga tetep GK bisa login","update nya jelek, selalu aja ada tulisan kadaluwarsa mau di benerin gimana pun jg. sampe hpus akun uninstall app juga tetep gk bisa login"
kaipaynya sulit ferifikasi berkali kali nunggu SMS otp nggak nungul nunggul,kaipaynya sulit ferifikasi berkali kali nunggu sms otp nggak nungul nunggul
lama downloadnya,lama downloadnya
"KASIH SAYA ALASAN KENAPA PEMBATALAN/PERGANTIAN JADWAL TIKET KE HARI YANG LAIN TIDAK BISA VIA APLIKASI KAI? DENGAN KETERANGAN TULISAN BERWARNA MERAH.. ""TIDAK ADANYA SATUPUN NAMA PENMPANG ATAS PEMILIK USER ANDA"" ? SEDANGKAN PEMBELIAN TIKET BERHASIL & DENGAN PEMBAYARAN LUNAS!! LANTAS UNTUK APA KETERANGAN PEMBATALAN/PERGANTIAN TIKET ITU ADA JIKA TIDAK BISA DIGANTI/DICANCEL UNTUK TIKET ITU SENDIRI?","kasih saya alasan kenapa pembatalan/pergantian jadwal tiket ke hari yang lain tidak bisa via aplikasi kai? dengan keterangan tulisan berwarna merah.. ""tidak adanya satupun nama penmpang atas pemilik user anda"" ? sedangkan pembelian tiket berhasil & dengan pembayaran lunas!! lantas untuk apa keterangan pembatalan/pergantian tiket itu ada jika tidak bisa diganti/dicancel untuk tiket itu sendiri?"
"sudah update apk, tapi tidak ada menu face recognition, upgrade ke member basic tidak bisa, (berhasil tapi masih kembali ke awal)","sudah update apk, tapi tidak ada menu face recognition, upgrade ke member basic tidak bisa, (berhasil tapi masih kembali ke awal)"
lemot,lemot
"apk busuk, gw top up saldonya lama bgt masuknya, keburu ketinggalan kereta gw","apk busuk, gw top up saldonya lama bgt masuknya, keburu ketinggalan kereta gw"
"aplikasi kentut,cari jadwal kereta antar kota bolak balik ""jadwal belum tersedia""gonta ganti tanggal tetep ""jadwal belum tersedia""keat keat","aplikasi kentut,cari jadwal kereta antar kota bolak balik ""jadwal belum tersedia""gonta ganti tanggal tetep ""jadwal belum tersedia""keat keat"
"aplikasi rusak,beli tiket dari jam 12 sampe pagi jam 7 ga masuk tiketnya padahal pembayaran berhasil. buruk sekali","aplikasi rusak,beli tiket dari jam 12 sampe pagi jam 7 ga masuk tiketnya padahal pembayaran berhasil. buruk sekali"
"aplikasi jelek bangettttt,server suka down pas jam 00.00, bisa check out tiket pas jam 1-2 malam","aplikasi jelek bangettttt,server suka down pas jam 00.00, bisa check out tiket pas jam 1-2 malam"
"App jelek, masa sekelas pemerintah servernya separah ini sih? itu dana pemeliharaan appnya sekecil apa sampe gabisa bikin server bagus? hari ini saya sampe ga tidur loh!!! saya nungguin dari jam 00:00-02:30.","app jelek, masa sekelas pemerintah servernya separah ini sih? itu dana pemeliharaan appnya sekecil apa sampe gabisa bikin server bagus? hari ini saya sampe ga tidur loh!!! saya nungguin dari jam 00:00-02:30."
aplikasi ya Ra rekomendasi waktu cari tiket trobel trus gak ada jadwal mohon disempurnakan min admin maaf saya kasih bitang satu aja soal e sangat memakan waktu buat beli tiket aja,aplikasi ya ra rekomendasi waktu cari tiket trobel trus gak ada jadwal mohon disempurnakan min admin maaf saya kasih bitang satu aja soal e sangat memakan waktu buat beli tiket aja
